;cuerpo;fecha;seccion;titulo
396;El caso ocurrió en California. Al animal lo atacaron con un arma de calibre chico. Atención, las imágenes pueden herir tu sensibilidad.;18/11/2018;internacional;Mataron de un disparo a un delfín en Estados Unidos y ofrecen recompensa para encontrar al agresor
397;Entre dos aguas, de Isaki Lacuesta, obtuvo el mayor reconocimiento en el evento de séptimo arte. ;18/11/2018;show;Festival de Cine de Mar del Plata: un film español se llevó el Astor de Oro
398;"La modelo contó que pidió cambiar una escena con un reconocido actor. ""Lo cerramos con un abrazo"", narró. ";18/11/2018;show;El día en que Valeria Mazza se negó a besar a un galán de Hollywood
399;La empresa estadounidense difundió el video del descubrimiento del submarino a 907 metros de profundidad en el Mar Argentino. ;18/11/2018;sociedad;El momento en que los tripulantes del Ocean Infinity encontraron el ARA San Juan 
400;La participante del Bailando 2018 detalló una fantasía sexual que cumplió con su pareja. ;18/11/2018;show;Mica Viciconte confesó cuál fue el lugar más extraño en el que tuvo sexo con Fabián Cubero
401;Participaron 125 mil chicos de 35 países. El objetivo es concientizar sobre el cambio climático.;18/11/2018;internacional;La postal más grande del mundo se desplegó en un glaciar suizo y es récord Guiness
402;Ante casi 30.000 personas, la banda que lidera Rolo Sartorio festejó los 20 años de carrera. Fue un repaso emocional y festivo, a la medida del amor de los fanáticos.   ;18/11/2018;música;La Beriso armó una tremenda fiesta en Vélez
403;Las campeonas del mundo se impusieron por 3-0. Las argentinas deben ganar todo los partidos para clasificar. ;18/11/2018;deportes;Las Leonas cayeron ante Holanda y suman su segunda derrota consecutiva en el Champions Trophy
404;Propuestas para usuarios avanzados y para novatos. Descargas para Windows, Linux y Mac, sin pagar un peso.   ;18/11/2018;tecno;Los tres mejores programas gratuitos para editar video en tu PC
405;Marta Yáñez informó que dispone de 67.000 imágenes y filmaciones del submarino captadas por el buque Seabed Constructor.;18/11/2018;sociedad;Para la jueza, la necesidad de reflotar el ARA San Juan depende de la reconstrucción de la escena con las fotos de Ocean Infinity
406;Si tu objetivo es tener la panza chata es mejor que te asegures que tu entrenamiento es el adecuado.;18/11/2018;salud;Los tres ejercicios menos efectivos para marcar los abdominales
407;El Apache, de gran partido ante Patronato, busca un lugar entre los titulares para enfrentar a River. ;18/11/2018;deportes;"Tevez le metió presión a Guillermo Barros Schelotto antes de la Superfinal: ""Mi sueño está intacto y por eso quiero estar ahí el sábado"""
408;Al pequeño debieron extirparle un quiste en su cráneo y su padre no lo dejó solo.;18/11/2018;salud;Un papá se tatúa la misma cicatriz de su hijo para evitar que sufra cuando crezca
409;Son ejemplares que, aunque impresos, ofrecen la portabilidad de los dispositivos móviles. Una tendencia que prueba suerte en distintos rincones del mundo. La palabra de los pioneros y un recorrido por el mercado.;18/11/2018;tecno;Última tendencia en Literatura: libros que imitan a los smartphones, pero se quedan con el papel
410;Ocurrió en el Gran Premio de Macao. Sophia Floersch será intervenida mañana y no se sabe si podrá volver a competir.;18/11/2018;deportes;Dramático accidente en la Fórmula 3: el auto voló 20 metros y la piloto se fracturó la columna
411;"El ministro de Defensa explicó que no tienen ""los medios técnicos"" para recuperar el buque que fue encontrado a 907 metros de profundidad en el Mar Argentino. ";18/11/2018;sociedad;"Oscar Aguad descartó la posibilidad de reflotar el ARA San Juan: ""No es que sea una decisión, el submarino no se puede sacar"" "
412;El entrenador comunicó que sufrirá una baja muy importante de cara a la revancha en el Monumental. ;18/11/2018;deportes;¡Lo que los hinchas de Boca no querían escuchar! Cristian Pavón está casi descartado para la Superfinal ante River
413;En el día mundial de las víctimas del tránsito, Viviam Perrone, la mamá de Kevin Sedano reflexiona sobre la muertes evitables, la imprudencia al volante y la falta de justicia. Según la Asociación Civil Luchemos por la vida hay más de 7200 víctimas fatales al año y unos 120 mil heridos.;18/11/2018;sociedad;"Un muerto por hora en la Argentina: ""El exceso de velocidad y alcohol no son accidentes"""
414;El arquero volvió a jugar tras haber estado dos meses sin fútbol por una fractura en la mandíbula.;18/11/2018;deportes;Esteban Andrada se ilusiona con jugar ante River, después de su buen partido ante Patronato
415;Mirá las portadas de los principales medios gráficos internacionales de hoy, domingo 18 de noviembre. ;18/11/2018;internacional;Las repercusiones por la aparición del ARA San Juan llegaron a las tapas de los diarios del mundo
416;Zaira Rodríguez fue asesinada por motochorros en un intento de robo. ;18/11/2018;policiales;Detuvieron a un segundo sospechoso por el crimen de la piloto de karting en San Martín
417;El peleador de La Plata ganó con un derechazo fulminante.;18/11/2018;deportes;Espectacular nocaut de Santiago Ponzinibbio a Magny en el cierre de UFC Argentina
418;La jueza Marta Yañez apunta a averiguar por qué el rastrillaje del submarino se extendió durante un año. El desplante a la ayuda ofrecida por Gran Bretaña. Además, la magistrada evaluará si es posible reflotarlo. ;18/11/2018;política;ARA San Juan: investigan si hubo negligencia durante el operativo de rescate 
419; Mirá las portadas de los principales medios gráficos del país de hoy, domingo 18 de noviembre.;18/11/2018;sociedad;El pedido de los familiares de los tripulantes de reflotar el submarino, en las tapas de los diarios argentinos 
420; La caravana partió de Chile y cruzó a la Argentina. El año que viene, Cataratas del Iguazú y Córdoba.;18/11/2018;autos;27 Ferrari en la Patagonia: las mejores fotos tras 2500 kilómetros ¡que incluyeron caminos de ripio!  
421;El argentino cayó en el segundo round, ante uno de los luchadores con más crecimiento en la compañía de artes marciales mixtas. ;18/11/2018;deportes;UFC Argentina: el Ninja Canetti recibió una lluvia de rodillazos y fue noqueado por Marlon Vera  
422;La gama de tonalidades pueden brindar una pista de algún síntoma a tratar. La experiencia china.;18/11/2018;salud;Qué revela el color de la lengua sobre nuestra salud
423;Se pueden tomar medidas para evitarlo y controlarlo.;18/11/2018;salud;Liberate del estrés y de las contracturas en tu espalda
424;Hay algunas comidas que ayudan a conseguir más color. Los consejos de Diego Sívori.;18/11/2018;salud;Qué tenés que comer para conservar el bronceado
425;En algunos casos se trata de un trastorno dismórfico corporal. Las advertencias en cada caso: desde cirugías hasta los extensores.;18/11/2018;salud;¿Es posible realmente aumentar el tamaño del pene?
426;Con la proliferación de información sumado al estrés y el ritmo de vida, muchas personas creen que portan enfermedades que, en realidad, no tienen. Cómo se tratan.;18/11/2018;salud;Padecer una enfermedad psicosomática es más común de lo que creés
427;Los hombres no deben caer en pánico ante la consulta con el urólogo.;18/11/2018;salud;Con un simple chequeo médico podés evitar estas cinco enfermedades en tu pene
428;Una investigación sugiere que dormir más alivia los dolores crónicos.;18/11/2018;salud;Si te sentís adolorido, tal vez sea la falta de sueño
429;Análisis de la especialista Alejandra Delfante sobre la influencia de la nutrición en los tratamientos oncológicos.;18/11/2018;salud;Revelando mitos: la presunta relación entre ciertos alimentos y el cáncer
430;¿Esta es la realidad? Esto es lo que se pregunta Pat Long ante cada episodio. Qué es este fenómeno y cómo se lo explica.;18/11/2018;salud;El caso extremo de déjà vu que sufrió este periodista norteamericano
431;Hay que estar atentos a las primeras señales y síntomas. ;18/11/2018;salud;Combatí a tiempo los efectos de las hemorroides
432;Junto con el calzado, entran más de 440 000 bacterias en nuestro hogar, cada vez que ingresamos luego de estar en la calle.;18/11/2018;salud;La increíble cantidad de bacterias que viajan en tus zapatos
433;La jueza Marta Yáñez deberá analizar las imágenes para comprobar qué ocurrió con la nave el 15 de noviembre de 2017. ;18/11/2018;política;La aparición del ARA San Juan le imprime un impulso a la causa que buscará responsabilidades
434;¿Qué actividad se puede practicar? ¿Qué es saludable y qué no? Siete datos sobre el movimiento en la dulce espera.;18/11/2018;salud;Deporte en el embarazo: guía sobre todo lo que tenés que saber
435;"La conductora no pudo contener las lágrimas en medio de la entrevista. ""Es la nota más difícil de mi vida"", expresó cuando hablaba con la mamá del nene.";19/11/2018;show;"Mariana Fabbiani quebró en llanto por la muerte del bebé que había sido ""cambiado"" en el hospital de Moreno"
436;En la mesa de Mirtha Legrand, la modelo cuestionó a las mujeres que muestran los pechos en las manifestaciones. ;19/11/2018;show;Sofía Morandi cruzó a Valeria Mazza por sus dichos sobre el feminismo 
437;"Los gremios rechazaron la oferta salarial del 30%. Para el Gobierno, es ""una medida de fuerza de tinte político e ideológico"". ";19/11/2018;sociedad;Los docentes bonaerenses paran en reclamo por nuevas paritarias
438;Fue en el Campus del lugar. Un policía está en estado crítico. Tuvieron que evacuar una parte del centro médico. ;19/11/2018;internacional;Un hombre disparó en un hospital de Chicago e hirió a varias personas
439; TN.com.ar te trae los rumores y noticias de la semana de famosos, políticos y otros personajes. ;19/11/2018;sociedad;Chismes por WhatsApp: el regreso de Lolo (el de la guitarra) y amigos son los amigos
440;El incidente ocurrió el sábado a la madrugada en La Plata. Kevin Sanhueza fue atacado mientras entregaba un kilo de helado. Sigue internado en estado crítico.;19/11/2018;policiales;Detuvieron a dos hombres por balear a un repartidor en un intento de robo
441;Era el último vuelo del comandante de Aerolíneas Argentinas. Un ala terminó dañada y no hubo heridos. ;19/11/2018;sociedad;En Ezeiza, un piloto que se jubilaba chocó el avión contra un camión de bomberos 
442;"Recibió la estatuilla de manos de Clint Eastwook, que cerró su presentación con la frase ""Misión cumplida"". Por los incendios que afectan California, la Academia de Hollywood decidió suspender la alfombra roja. ";19/11/2018;show;"Lalo Schifrin, el argentino que creó la música de ""Misión Imposible"", recibió un Oscar honorífico"
443;El miércoles habrá piquetes y ollas populares en distintas ciudades. Qué avenidas estarán cortadas.   ;19/11/2018;política;Movimientos sociales marcharán a supermercados de todo el país para pedir alimentos
444;El hijo mayor del actor, Matthew Reeve, explicó cómo vivió su padre después del accidente.;19/11/2018;salud;La lucha de Christopher Reeve después de quedarse cuadripléjico
445;Fue seleccionado entre los mejores innovadores latinos menores de 35 años. Nos habla de su emoción y de las novedades de ¡Háblalo!, la app inclusiva que creó.;19/11/2018;tecno;Mateo Salvatto, el argentino de 19 años que fue elegido por el MIT como el Innovador Humanitario del Año
446;Lejos de los divismos y la frialdad de otros tiempos, los dirigidos por Lionel Scaloni priorizan el contacto con la gente.;19/11/2018;deportes;La nueva Selección argentina visitó un hospital de chicos y se mostró más cerca de los hinchas
447;"""Las canciones son hermosas , son dulces, de amor, de espera, de deseos, están llenas de pasión"", describió la actriz y cantante.";19/11/2018;música;"Natalie Pérez presenta ""Un té de tilo por favor"", su primer disco"
448;Es un SUV que ronda el millón y medio de pesos. Fue en un torneo en Pilar.;19/11/2018;autos;Buenos Aires: un golfista hizo hoyo en uno, ganó un 0 km y se lo regaló al caddie
449;Carlos Páez Rodríguez habló con Toda Pasión y contó cómo fue el encuentro. La idea fue del psicólogo de equipo y el cuerpo técnico aceptó.;19/11/2018;deportes;Un sobreviviente de la Tragedia de Los Andes dio una charla motivacional en Boca, antes de la final
450;La tarifa seguirá subiendo $1 por mes hasta llegar a los $16,50 en febrero de 2019. Fijate cuánto gastás con la Calculadora de Transporte de TN.;19/11/2018;economía;Viajar en subte, un peso más caro: aumenta a $13,50 desde hoy
